Id,C_Dealer,C_Freight,C_Volume,C_BaseBoat,C_Engine,C_Series,C_Options,C_Prep,C_DealerName,C_DealerId,C_Enabled
94d0da49-735d-4f45-aa44-b2c300fd83db,4ba299ab-64fb-49f0-baee-b2490154831f,1000,37,37,37,L,37,1000,BAY MARINE & SPORTS CENTER,26970,false
92bd19d0-7831-49a7-b6b6-b2c300fd83db,8892bab8-be7d-495d-ab72-b24901548290,1000,37,37,37,L,37,1000,BLUE WATER YACHT SALES,26900,false
fba0143d-4c13-4ab2-89cc-b2c300fd83dc,eb36f345-022e-45d9-929b-b24901548433,1000,37,37,37,L,37,1000,LEGENDARY MARINE,280260,false
ddebd60d-2872-465f-b1a4-b2c300fd83dc,23d98c55-ca99-42a8-bf8a-b24901548392,1000,37,37,37,L,37,1000,LEISURE PRODUCTS INC,280276,false
2eac8d2d-b07c-4558-9f53-b2c300fd83dd,352ba37c-b7b5-4fd2-a4ee-b249015484d8,1000,37,37,37,L,37,1000,LEISURE TIME MARINE,280280,false
8858a424-a79f-4620-a03d-b2c300fd83dd,c9306c94-0c22-48e8-b389-b24901548485,1000,37,37,37,L,37,1000,BEAVER PARK MARINA,28000,false
b54dd5a0-828d-43b8-9fed-b2c300fd83de,b382df10-1a1e-4f28-b072-b2490154865d,1000,37,37,37,L,37,1000,LUCK MARINE,295364,false
776de014-ad28-4500-b23d-b2c300fd83de,4eed0969-d454-45fa-a9ef-b249015485b5,1000,37,37,37,L,37,1000,JAMES JACKSON,300,false
b71925dd-583a-4717-9d70-b2c300fd83df,11cc400a-ccfc-4608-a767-b249015486ef,1000,37,37,37,L,37,1000,LOU WENDELL MARINE SALES,295300,false
7990cd85-031d-4be8-a5bc-b2c300fd83df,65505d79-2f31-46c4-8eb6-b249015486ad,1000,37,37,37,L,37,1000,ACTION POWER BRANDON LTD,3000,false
9c8bd760-2392-4feb-85b9-b2c300fd83e6,2850a92b-bf9e-4eb1-a9ab-b2490154873b,1000,37,37,37,L,37,1000,"PIERZ MARINE, INC.",3,false
b6c0f814-232d-4d57-88ef-b2c300fd83e6,b6718e2b-6469-466b-ae54-b24901548774,1000,37,37,37,L,37,1000,MAINE-LY MARINE SALES & SERVICE,301450,false
6b81dca5-ddd5-46db-884c-b2c300fd83e7,1160e4df-caa6-468c-b01c-b24901548882,1000,37,37,37,L,37,1000,MAKING WAVES MARINE,301476,false
0830a0a7-1b62-4e1c-bd2d-b2c300fd83e7,c2bd64c0-9e3a-412b-ba13-b249015487cc,1000,37,37,37,L,37,1000,CHERRYLAND MOTORSPORTS,30132,false
ad62446b-b308-43a5-939c-b2c300fd83e8,4776a10f-a74d-4684-b404-b24901548983,1000,37,37,37,L,37,1000,MALONE MOTORS,301540,false
8da27d60-1809-4fd6-aca2-b2c300fd83e8,7d378f88-b260-45ef-98e9-b2490154894c,1000,37,37,37,L,37,1000,MCRAE MOTORS WODONGA PTY LTD,30100,false
37e52909-a2e5-4e7d-ae79-b2c300fd83e8,6e5ec649-0105-481a-a69a-b249015488fa,1000,37,37,37,L,37,1000,"BECKMAN MARINE SALES, INC.",30004,false
1af1a42c-1c2c-4414-9407-b2c300fd83e9,34b0cce5-1d2b-4795-a3e2-b249015489d7,1000,37,37,37,L,37,1000,MARCUS MARINE,301720,false
6818f134-0d89-489d-aa15-b2c300fd83e9,05ba13c1-cd2e-4ad1-94c9-b249015489fa,1000,37,37,37,L,37,1000,MAR D'MECAN MAROC sarl.,301715,false
27b6ccee-db63-46a9-8222-b2c300fd83ea,e237fee5-0e2e-460f-83d8-b24901548a4d,1000,37,37,37,L,37,1000,"THE MARINA, INC.",301725,false
ff8d794f-37dd-4458-9d7c-b2c300fd83ea,072799f2-9078-4c62-b5df-b24901548a28,1000,37,37,37,L,37,1000,MARINE CONCEPTS YACHT SALES,301730,false
816120c3-8553-446a-8d49-b2c300fd83eb,e82a16fd-e4f4-4f0e-9f25-b24901548a99,1000,37,37,37,L,37,1000,SIMONTON LAKE MARINA,301732,false
0c1e02a4-9258-4e39-a759-b2c300fd83eb,5ee15ba5-8d25-4d97-8e75-b24901548a74,1000,37,37,37,L,37,1000,MARINA 2000,301722,false
273bec75-0fa2-4a3a-9500-b2c300fd83ec,bbdcb8bd-bf6d-4910-82f7-b24901548aca,1000,37,37,37,L,37,1000,MARINE CENTER of INDIANA,301726,false
edc6d313-30ce-44f0-8a58-b2c300fd83ed,965138c0-90c2-4acc-8907-b24901548b2f,1000,37,37,37,L,37,1000,MARTIN MOTOR SPORTS (CALGARY),301752,false
9de1db7b-e943-4f99-a67d-b2c300fd83ed,86722bfa-5f0e-4403-b971-b24901548b5e,1000,37,37,37,L,37,1000,HARBOR ISLE MARINA,301733,false
c9fce3da-0b76-45e9-ae0b-b2c300fd83ed,b2460cd6-67d7-4f4c-b175-b24901548aff,1000,37,37,37,L,37,1000,MARINE MAX OF SANTA ROSA,301737,false
850cd5d1-1fcc-4bb6-9c80-b2c300fd83ee,63928c57-531e-42e6-98b0-b24901548bd1,1000,37,37,37,L,37,1000,MARTIN MOTOR SPORTS KELOWNA,301754,false
40d4b5b2-ddd7-423c-b68a-b2c300fd83ee,79016275-4479-4b1c-b18b-b24901548ba7,1000,37,37,37,L,37,1000,MARINE MAX OF UTAH,301735,false
edc8f118-e217-4aa9-8f1e-b2c300fd83ef,a33cb98b-d1f4-4b39-97bf-b24901548c00,1000,37,37,37,L,37,1000,MARINE ONE,301756,false
ea9b165a-1cf7-4963-9785-b2c300fd83ef,ebb39573-9f8c-4889-bf71-b24901548c34,1000,37,37,37,L,37,1000,"MARINE MAX OF LAS VEGAS, INC.",301736,false
4e9aedad-9f78-4121-9c18-b2c300fd83ef,fcfcad13-ef2e-4ef5-a36c-b24901548c75,1000,37,37,37,L,37,1000,MARINE PROS II LTD,301757,false
